Name,Description,Category
,Do you suffer from ____? Find instant relief with ____.,
,Do you want liberty secured?!? Because ____ is how you get liberty secured!,
,Do you want to join my band? It's called ____.,
,"Doc, it burns when I pee. Could it be because ____?",
,"Doctor, you've gone too far! The human body wasn't meant to withstand that amount of ____!",
,DOCTOR: What seems to be the problem? YOU: ____.,
,Does a bear ____ in the woods?,
,Does anybody wanna play ____?,
,Domestic Violence is not ok! But it is okay to ask for ____.,
,Cheezious now sell a pizza with two great toppings ____ and ____,
,Don't be silly! Of course I can ____.,
,"Don't blame me, I voted for ____.",
,Don't bother ____ if you can't handle ____.,
,Don't Google ____. You're gonna regret it.,
,Don't smoke hash! Instead you should ____.,
,Don't hate me because I'm ____.,
,Don't hate me because I'm beautiful. Hate me because I'm ____.,
,Don't judge me because of ____.,
,Don't judge me too hard -- I voted for ____.,
,Don't judge me when I want to ____.,
,"Don't miss Nida Yasir's hit new show, Cooking with ____.",
,Don't talk to me before I've had my morning ____.,
,Don't talk to me in the morning until I have my first cup of ____.,
,Don't tease me about ____. It's a very sensitive subject.,
,Don't tell Daddy about ____.,
,Don't try teaching your Grandma to ____.,
,Don't worry about ____. This isn't my first rodeo.,
,"Don't worry, ____ is not as hard as it seems.",
,"Don't worry, millions of South Africans have issues with ____.",
,"Don't worry, officer, I'm just ____.",
,"Don't worry, Penny! Go Go Gadget ____!",
,Don't you just hate it when ____ has the consistency of ____?,
,Don`t fear failure fear ____,
,Don`t get mad get ____,
,The PM eats ____ for breakfast.,
,The PM has nominated ____ for his VP.,
,The PM is changing the name of Air Force One to ____,
,"Donald Trump Is sometimes known by his vigilante alter ego: ""____: Destroyer of ____!""",
,Donald Trump is working to quit his ____ habit.,
,Donald Trump keeps his hair lustrous by rubbing ____ deep into his scalp.,
,Donald Trump keeps tweeting about ____.,
,Donald Trump often calls Ivanka just to tell her ____,
,Donald Trump's first act as presidnet was to outlaw ____.,
,Donald Trump's Twitter was taken away when he tweeted ____,
,"Donna, pick up my dry cleaning and get my wife something for Eid. I think she likes ____.",
,Dora the Explorer® found herself in over her head when she discovered ____.,
,Doubting Thomas wished he was known for ____.,
,Douglas Munro posthumously received the Medal of Honor for extraordinary heroism in the face of ____.,
,"Dreidel, Dreidel, Dreidel, I made it out of ____.",
,"DRILL SERGEANT: What the hell are you doing, private? PRIVATE: Sir, ____, sir!",
,Drip ____ on my ____.,
,"Drop the kids off, call in sick, then hurry home to enjoy ____.",
,Drunk Me bought ____ online. Sober Me says thanks!,
,Drunk texting your landlord pictures of ____.,
,Drunkenly confessing your obsession with ____ to your best mate.,
,Drunkenly getting a tattoo of ____ on a wild night out.,
,"Dude, do not go in that washroom. There's ____ in there.",
,"Dude, it's a ____ cheer up!",
,"Dude, where's my ____?",
,Dude! Let's ____.,
,"Due to a clerical error, ____ is still legal in Mississippi.",
,"Due to a PR fiasco, Walmart no longer offers ____.",
,"Due to a PR fiasco, Woolworths no longer offers ____.",
,"Due to an ""incident"" our next safety and security training will be on ____.",
,"Due to falling petroleum prices, Houston families have begun to invest in ____.",
,"Due to George R.R. Martin's persistent writer's block, HBO is now developing a new fantasy epic: Game of ____.",
,"Due to heightened security, please have ____ out and ready for inspection.",
,"Due to the monetary success of their recreational marijuana program, Colorado official are now considering the legalization of ____.",
,"Duh, of course I know what the spleen does. It's for ____.",
,"During a math test, I like to think about ____.",
,"during communion, the priest gestured to the altar boy and said ____",
,"During delivery, I would like to think about ____.",
,"During foreplay, I close my eyes and visualize ____.",
,"During his childhood, Salvador Dali produced hundreds of paintings of ____.",
,"During his short-lived boxing career, the Boxer fought under the name Sultan ""____"" Rahi.",
,"During lengthy sessions of ""hurry up and wait,"" I enjoy ____ to help pass the time.",
,"During my first game of D&D, I accidentally summoned ____.",
,"During my job interview, I was asked my strengths, so I told them about my talent for ____.",
,During my last dominatrix relationship we always used ____ as our safe word.,
,"During my last physical, my doctor told me to never again ____.",
,"During Picasso's often-overlooked Brown Period, he produced hundreds of paintings of ____.",
,"During the 1914 Eid Truce, soldiers of both sides come together to enjoy ____.",
,"During the 1965 War, Major Aziz Bhatti defended the nation against ____.",
,"During the rishta meeting, I found out that he really likes ____ and ____ at the same time. I'm NOT okay with that.",
,During the family vacation I found a ____ washed up on the beach.,
,"During the first aid training ""Insert Name"" learned to use ____ to save lives.",
,"During the full moon, I get the instiable urge for ____.",
,during the interview I couldn't stop thinking ____,
,"During the lunch meeting, we were shocked to hear the boss reveal her obsession with ____.",
,During the next debate I'm going to keep focus on ____.,
,"During work, my mind usually wanders to ____.",
,Duuuuuuude. You have got to go to space. ____ is awesome in space.,
,Each freckle is a soul that a ginger has ____.,
,"Earth! Fire! Wind! Water! ____! By your powers combined, I am Captain ____!",
,"Eat the rich, but spare ____.",
,"Eat your ____, child.",
,"Eat, sleep, ____, repeat.",
,Eating ____ makes me stronger.,
,Ebola was eradicated by injecting ____ with ____.,
,"Eenie, meenie, miney, ____.",
,"Akkad, bakkad, bambay bo. Assi nabay ____.",
,EEWWWW! There is ____ in my shoes.,
,Elect me school president and I will get rid of ____ forever!,
,"Embrace the suck, boot! Pain is just ____ leaving your body.",
,Enough. I tire of ____.,
,The PM + ____ = an embarrassing international incident.,
,Entertaining attendees with a story about ____ during the funeral service.,
,Ernest Rutherford is famous for splitting open ____.,
,PTV Sports is now broadcasting the new sport: Major League ____.,
,Even a political cartoonist wouldn't dare to make light of ____.,
,"Even if you've only met me one time, you would associate me with ____.",
,Even Edhi Sahab can't help ____.,
,"Eventually, every little boy suffers the torment of finding his mother's hidden stash of ____.",
,"Ever heard of the secret menu? Try going to McDonald's and ordering ""____"". It works, I swear!",
,"Ever since ____, my life has gotten so much busier.",
,"Ever since ""the incident,"" every time I close my eyes, I still see ____.",
,"Ever since the explosion, every time I hear a loud noise I think of ____.",
,Every Pakistani girl's dream.,
,"Every Eid, my uncle gets emotional and tells the story about ____.",
,"Every day, I'm grateful for ____.",
,Every kiss begins with ____.,
,Every Pakistani knows what comes next: Dil Dil ____,
,Every night I say a little prayer for ____ on Earth.,
,every now and then I secretly wish my husband would say ____,
,"Every Sunday ""Insert Name"" goes to market to sell ____, and every time comes home with Magic Beans.",
,"Every Sunday, a couple of Tableeghi Jamaat bang on my door to ask if I want to talk about ____. I say yes every single time. Who wouldn't?",
,"Every time a bell rings, an angel gets ____.",
,every time I look at a cucumber I think ____,
,"Every time I sneeze, ____ comes out of my nose.",
,"Every Tuesday, I purchase a box of jalebi. I sit on the roof. I eat the jalebi. I remember ____, and I cry.",
,Every wedding toast should include at least one mention of ____.,
,Every woman knows what it's like to be called ____ while walking down the street.,
,"Every young boy dreams about ____, but only a few will get to experience the glory.",
,"Everyday has 86,400 seconds. And I'm always a second away from ____.",
,Everyday I dress up like ____.,
,Everynight before bed I always ____.,
,"Everyone agrees, my absolute best quality is ____.",
,everyone at the wedding gasped when the best man said to the bride ____,
,Everyone gets a Nishan-e-Haider! Just be within 50 meters of ____ and you qualify.,
,Everyone I know is talking about ____ but I'm pretty sure it's wrong.,
,Everyone is staring at you because you're ____.,
,Everyone knows that I'm trustworthy because I have ____.,
,Everyone loved the wedding cake until it was revealed it was modeled on ____.,
,"Everyone thinks I'm all about ____, and for the most part they're right.",
